UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown,avg_solar_production_forecast,avg_wind_production_forecast
2019-03-05 09:00,191.0,209.0,12.0,536.0,25.0,89.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 10:00,193.0,210.0,12.0,492.0,26.0,109.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 11:00,194.0,210.0,12.0,482.0,26.0,121.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 12:00,194.0,209.0,12.0,483.0,24.0,96.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 13:00,194.0,209.0,12.0,424.0,20.0,86.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 14:00,192.0,209.0,12.0,419.0,13.0,102.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 15:00,193.0,209.0,12.0,463.0,6.0,79.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 16:00,198.0,207.0,13.0,514.0,1.0,64.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 17:00,199.0,207.0,11.0,799.0,0.0,57.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 18:00,199.0,207.0,10.0,903.0,0.0,62.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 19:00,197.0,211.0,10.0,748.0,0.0,35.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 20:00,198.0,214.0,11.0,557.0,0.0,29.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 21:00,198.0,212.0,12.0,457.0,0.0,20.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 22:00,199.0,212.0,12.0,389.0,0.0,12.0,40.0,10.0,45.0,0.0,0.0
2019-03-05 23:00,199.0,213.0,13.0,197.0,0.0,10.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 00:00,196.0,213.0,12.0,205.0,0.0,8.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 01:00,194.0,213.0,13.0,209.0,0.0,11.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 02:00,195.0,212.0,12.0,206.0,0.0,11.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 03:00,196.0,213.0,12.0,207.0,0.0,7.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 04:00,196.0,214.0,13.0,212.0,0.0,6.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 05:00,195.0,214.0,12.0,677.0,1.0,7.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 06:00,194.0,214.0,11.0,770.0,7.0,8.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 07:00,193.0,208.0,12.0,758.0,18.0,5.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 08:00,190.0,206.0,12.0,714.0,26.0,7.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 09:00,191.0,207.0,12.0,698.0,31.0,15.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 10:00,186.0,207.0,12.0,630.0,34.0,33.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 11:00,185.0,208.0,12.0,552.0,33.0,53.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 12:00,184.0,207.0,12.0,430.0,30.0,62.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 13:00,183.0,207.0,12.0,411.0,25.0,81.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 14:00,181.0,206.0,12.0,445.0,17.0,84.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 15:00,188.0,197.0,12.0,517.0,7.0,88.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 16:00,198.0,191.0,12.0,726.0,1.0,106.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 17:00,200.0,186.0,10.0,800.0,0.0,142.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 18:00,196.0,184.0,10.0,797.0,0.0,182.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 19:00,196.0,193.0,10.0,807.0,0.0,245.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 20:00,199.0,195.0,10.0,722.0,0.0,304.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 21:00,200.0,209.0,13.0,472.0,0.0,311.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 22:00,200.0,216.0,13.0,329.0,0.0,349.0,40.0,10.0,45.0,0.0,0.0
2019-03-06 23:00,200.0,213.0,13.0,241.0,0.0,378.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 00:00,198.0,213.0,13.0,200.0,0.0,398.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 01:00,195.0,213.0,12.0,176.0,0.0,426.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 02:00,200.0,212.0,12.0,170.0,0.0,428.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 03:00,199.0,213.0,12.0,186.0,0.0,403.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 04:00,197.0,209.0,11.0,207.0,0.0,366.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 05:00,191.0,209.0,11.0,404.0,0.0,376.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 06:00,189.0,208.0,12.0,594.0,5.0,395.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 07:00,188.0,208.0,12.0,597.0,13.0,413.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 08:00,187.0,207.0,12.0,628.0,21.0,423.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 09:00,190.0,201.0,12.0,576.0,27.0,441.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 10:00,190.0,201.0,12.0,550.0,30.0,455.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 11:00,188.0,196.0,11.0,579.0,30.0,419.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 12:00,189.0,195.0,12.0,536.0,28.0,432.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 13:00,190.0,195.0,12.0,468.0,23.0,452.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 14:00,190.0,194.0,12.0,468.0,15.0,447.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 15:00,190.0,187.0,12.0,472.0,6.0,438.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 16:00,196.0,191.0,12.0,529.0,1.0,431.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 17:00,193.0,197.0,12.0,667.0,0.0,436.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 18:00,191.0,198.0,12.0,721.0,0.0,436.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 19:00,192.0,198.0,12.0,684.0,0.0,430.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 20:00,194.0,199.0,12.0,658.0,0.0,427.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 21:00,193.0,200.0,13.0,545.0,0.0,422.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 22:00,192.0,200.0,13.0,387.0,0.0,400.0,40.0,10.0,45.0,0.0,0.0
2019-03-07 23:00,194.0,200.0,13.0,305.0,0.0,411.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 00:00,192.0,201.0,12.0,274.0,0.0,388.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 01:00,196.0,201.0,13.0,254.0,0.0,372.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 02:00,195.0,200.0,13.0,256.0,0.0,363.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 03:00,195.0,203.0,12.0,250.0,0.0,367.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 04:00,196.0,211.0,12.0,215.0,0.0,364.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 05:00,194.0,209.0,12.0,365.0,0.0,381.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 06:00,193.0,198.0,12.0,463.0,5.0,385.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 07:00,193.0,196.0,11.0,498.0,11.0,372.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 08:00,192.0,198.0,12.0,486.0,18.0,357.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 09:00,191.0,198.0,13.0,499.0,22.0,340.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 10:00,192.0,198.0,12.0,508.0,26.0,337.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 11:00,191.0,195.0,12.0,546.0,25.0,292.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 12:00,191.0,197.0,13.0,495.0,22.0,248.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 13:00,190.0,196.0,12.0,499.0,18.0,241.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 14:00,191.0,198.0,12.0,535.0,12.0,220.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 15:00,197.0,196.0,12.0,561.0,5.0,166.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 16:00,199.0,198.0,12.0,594.0,1.0,141.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 17:00,201.0,208.0,12.0,610.0,0.0,133.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 18:00,200.0,209.0,12.0,591.0,0.0,130.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 19:00,199.0,210.0,13.0,598.0,0.0,129.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 20:00,199.0,211.0,12.0,581.0,0.0,125.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 21:00,199.0,199.0,11.0,512.0,0.0,115.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 22:00,199.0,200.0,11.0,422.0,0.0,91.0,40.0,10.0,45.0,0.0,0.0
2019-03-08 23:00,199.0,202.0,12.0,262.0,0.0,73.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 00:00,199.0,203.0,12.0,201.0,0.0,76.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 01:00,200.0,199.0,12.0,172.0,0.0,107.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 02:00,199.0,202.0,12.0,174.0,0.0,96.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 03:00,199.0,201.0,10.0,167.0,0.0,106.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 04:00,192.0,208.0,10.0,170.0,0.0,109.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 05:00,198.0,212.0,10.0,261.0,0.0,115.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 06:00,196.0,211.0,11.0,434.0,4.0,98.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 07:00,196.0,211.0,12.0,473.0,10.0,91.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 08:00,195.0,211.0,13.0,487.0,17.0,90.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 09:00,193.0,208.0,13.0,495.0,24.0,81.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 10:00,195.0,204.0,13.0,534.0,28.0,76.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 11:00,195.0,203.0,13.0,534.0,28.0,83.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 12:00,195.0,204.0,12.0,377.0,26.0,110.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 13:00,196.0,204.0,13.0,374.0,21.0,118.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 14:00,195.0,201.0,14.0,388.0,13.0,98.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 15:00,197.0,201.0,12.0,403.0,6.0,68.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 16:00,198.0,201.0,12.0,552.0,1.0,33.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 17:00,198.0,204.0,12.0,594.0,0.0,28.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 18:00,198.0,203.0,13.0,571.0,0.0,28.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 19:00,200.0,205.0,13.0,475.0,0.0,31.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 20:00,199.0,203.0,13.0,476.0,0.0,46.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 21:00,197.0,198.0,13.0,369.0,0.0,48.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 22:00,198.0,199.0,13.0,284.0,0.0,37.0,40.0,10.0,45.0,0.0,0.0
2019-03-09 23:00,179.0,198.0,13.0,220.0,0.0,19.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 00:00,139.0,196.0,13.0,127.0,0.0,14.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 01:00,140.0,195.0,13.0,116.0,0.0,12.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 02:00,138.0,195.0,13.0,114.0,0.0,20.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 03:00,140.0,195.0,14.0,116.0,0.0,32.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 04:00,140.0,209.0,13.0,117.0,0.0,48.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 05:00,140.0,212.0,12.0,216.0,0.0,87.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 06:00,150.0,212.0,13.0,256.0,4.0,99.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 07:00,198.0,209.0,13.0,306.0,10.0,95.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 08:00,199.0,209.0,13.0,395.0,16.0,104.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 09:00,200.0,206.0,13.0,405.0,21.0,137.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 10:00,200.0,205.0,13.0,445.0,24.0,199.0,40.0,8.0,45.0,0.0,0.0
2019-03-10 11:00,199.0,205.0,13.0,372.0,23.0,287.0,40.0,8.0,45.0,0.0,0.0
2019-03-10 12:00,200.0,205.0,13.0,282.0,20.0,345.0,40.0,8.0,45.0,0.0,0.0
2019-03-10 13:00,199.0,205.0,13.0,274.0,15.0,336.0,40.0,8.0,45.0,0.0,0.0
2019-03-10 14:00,199.0,205.0,13.0,294.0,9.0,323.0,40.0,8.0,45.0,0.0,0.0
2019-03-10 15:00,199.0,206.0,13.0,276.0,4.0,261.0,40.0,8.0,45.0,0.0,0.0
2019-03-10 16:00,199.0,205.0,13.0,339.0,0.0,211.0,40.0,8.0,45.0,0.0,0.0
2019-03-10 17:00,200.0,208.0,13.0,565.0,0.0,214.0,40.0,8.0,45.0,0.0,0.0
2019-03-10 18:00,200.0,209.0,13.0,612.0,0.0,192.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 19:00,198.0,209.0,13.0,522.0,0.0,205.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 20:00,196.0,209.0,13.0,523.0,0.0,197.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 21:00,153.0,210.0,13.0,483.0,0.0,181.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 22:00,140.0,211.0,13.0,336.0,0.0,169.0,40.0,9.0,45.0,0.0,0.0
2019-03-10 23:00,141.0,205.0,13.0,128.0,0.0,149.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 00:00,143.0,198.0,13.0,126.0,0.0,135.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 01:00,145.0,194.0,13.0,125.0,0.0,116.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 02:00,142.0,196.0,13.0,125.0,0.0,116.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 03:00,140.0,199.0,12.0,119.0,0.0,128.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 04:00,142.0,210.0,11.0,125.0,0.0,127.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 05:00,159.0,210.0,11.0,311.0,0.0,123.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 06:00,189.0,210.0,10.0,488.0,3.0,117.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 07:00,188.0,209.0,11.0,534.0,7.0,117.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 08:00,188.0,210.0,10.0,537.0,9.0,113.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 09:00,193.0,208.0,10.0,519.0,10.0,133.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 10:00,195.0,205.0,10.0,484.0,10.0,134.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 11:00,194.0,206.0,10.0,472.0,10.0,174.0,40.0,8.0,45.0,0.0,0.0
2019-03-11 12:00,195.0,205.0,10.0,449.0,9.0,196.0,40.0,8.0,45.0,0.0,0.0
2019-03-11 13:00,195.0,206.0,10.0,478.0,7.0,148.0,40.0,8.0,45.0,0.0,0.0
2019-03-11 14:00,192.0,206.0,11.0,489.0,3.0,175.0,40.0,8.0,45.0,0.0,0.0
2019-03-11 15:00,176.0,207.0,12.0,492.0,1.0,299.0,40.0,8.0,45.0,0.0,0.0
2019-03-11 16:00,190.0,207.0,13.0,506.0,0.0,378.0,40.0,8.0,45.0,0.0,0.0
2019-03-11 17:00,192.0,212.0,12.0,568.0,0.0,456.0,40.0,8.0,45.0,0.0,0.0
2019-03-11 18:00,191.0,213.0,10.0,579.0,0.0,487.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 19:00,190.0,212.0,10.0,529.0,0.0,507.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 20:00,192.0,213.0,10.0,491.0,0.0,460.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 21:00,178.0,207.0,12.0,370.0,0.0,460.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 22:00,143.0,204.0,12.0,319.0,0.0,451.0,40.0,9.0,45.0,0.0,0.0
2019-03-11 23:00,140.0,205.0,12.0,212.0,0.0,390.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 00:00,140.0,205.0,12.0,227.0,0.0,378.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 01:00,139.0,205.0,12.0,237.0,0.0,350.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 02:00,142.0,205.0,12.0,234.0,0.0,355.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 03:00,143.0,205.0,12.0,238.0,0.0,336.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 04:00,149.0,214.0,14.0,258.0,0.0,336.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 05:00,197.0,214.0,14.0,383.0,1.0,323.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 06:00,200.0,214.0,10.0,621.0,9.0,298.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 07:00,200.0,214.0,10.0,635.0,18.0,321.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 08:00,201.0,213.0,11.0,570.0,25.0,361.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 09:00,198.0,211.0,10.0,552.0,29.0,355.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 10:00,198.0,211.0,11.0,537.0,31.0,365.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 11:00,198.0,209.0,11.0,456.0,31.0,331.0,40.0,8.0,45.0,0.0,0.0
2019-03-12 12:00,197.0,208.0,11.0,391.0,29.0,362.0,40.0,8.0,45.0,0.0,0.0
2019-03-12 13:00,199.0,212.0,11.0,391.0,24.0,404.0,40.0,8.0,45.0,0.0,0.0
2019-03-12 14:00,199.0,211.0,12.0,380.0,16.0,461.0,40.0,8.0,45.0,0.0,0.0
2019-03-12 15:00,198.0,209.0,11.0,388.0,7.0,421.0,40.0,8.0,45.0,0.0,0.0
2019-03-12 16:00,197.0,209.0,10.0,560.0,1.0,381.0,40.0,8.0,45.0,0.0,0.0
2019-03-12 17:00,199.0,209.0,10.0,740.0,0.0,328.0,40.0,8.0,45.0,0.0,0.0
2019-03-12 18:00,200.0,210.0,11.0,745.0,0.0,316.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 19:00,199.0,210.0,12.0,727.0,0.0,304.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 20:00,199.0,212.0,12.0,654.0,0.0,281.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 21:00,199.0,214.0,11.0,390.0,0.0,277.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 22:00,197.0,215.0,12.0,277.0,0.0,224.0,40.0,9.0,45.0,0.0,0.0
2019-03-12 23:00,153.0,215.0,11.0,233.0,0.0,176.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 00:00,143.0,215.0,11.0,186.0,0.0,166.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 01:00,126.0,207.0,11.0,163.0,0.0,171.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 02:00,121.0,199.0,11.0,170.0,0.0,158.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 03:00,121.0,199.0,13.0,171.0,0.0,128.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 04:00,121.0,205.0,14.0,258.0,0.0,84.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 05:00,173.0,213.0,14.0,375.0,1.0,50.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 06:00,199.0,211.0,12.0,600.0,8.0,35.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 07:00,197.0,212.0,9.0,591.0,16.0,11.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 08:00,200.0,212.0,11.0,564.0,22.0,3.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 09:00,200.0,207.0,12.0,547.0,25.0,3.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 10:00,199.0,207.0,12.0,513.0,25.0,11.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 11:00,199.0,206.0,12.0,454.0,23.0,10.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 12:00,199.0,206.0,12.0,429.0,20.0,16.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 13:00,199.0,209.0,12.0,346.0,15.0,24.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 14:00,198.0,209.0,12.0,360.0,8.0,26.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 15:00,195.0,209.0,12.0,430.0,3.0,36.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 16:00,193.0,209.0,11.0,624.0,0.0,36.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 17:00,197.0,210.0,10.0,777.0,0.0,20.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 18:00,199.0,210.0,9.0,815.0,0.0,51.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 19:00,199.0,209.0,10.0,824.0,0.0,74.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 20:00,199.0,211.0,10.0,696.0,0.0,79.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 21:00,199.0,211.0,12.0,500.0,0.0,68.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 22:00,199.0,208.0,12.0,429.0,0.0,65.0,40.0,10.0,45.0,0.0,0.0
2019-03-13 23:00,199.0,207.0,12.0,311.0,0.0,60.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 00:00,199.0,207.0,12.0,278.0,0.0,52.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 01:00,200.0,204.0,11.0,255.0,0.0,63.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 02:00,199.0,206.0,11.0,239.0,0.0,118.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 03:00,199.0,211.0,12.0,242.0,0.0,128.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 04:00,198.0,214.0,12.0,317.0,0.0,100.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 05:00,199.0,213.0,12.0,412.0,1.0,115.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 06:00,200.0,212.0,10.0,514.0,7.0,138.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 07:00,199.0,213.0,10.0,608.0,16.0,119.0,40.0,0.0,45.0,0.0,0.0
2019-03-14 08:00,197.0,214.0,11.0,605.0,25.0,119.0,40.0,0.0,45.0,0.0,0.0
2019-03-14 09:00,199.0,206.0,11.0,571.0,32.0,77.0,40.0,0.0,45.0,0.0,0.0
2019-03-14 10:00,199.0,206.0,11.0,541.0,35.0,61.0,40.0,0.0,45.0,0.0,0.0
2019-03-14 11:00,198.0,206.0,12.0,522.0,34.0,78.0,40.0,2.0,45.0,0.0,0.0
2019-03-14 12:00,196.0,206.0,12.0,458.0,31.0,82.0,40.0,4.0,45.0,0.0,0.0
2019-03-14 13:00,197.0,209.0,12.0,480.0,25.0,69.0,40.0,6.0,45.0,0.0,0.0
2019-03-14 14:00,196.0,210.0,11.0,423.0,16.0,77.0,40.0,8.0,45.0,0.0,0.0
2019-03-14 15:00,197.0,209.0,12.0,403.0,7.0,99.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 16:00,198.0,209.0,10.0,571.0,1.0,108.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 17:00,198.0,209.0,10.0,720.0,0.0,85.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 18:00,199.0,210.0,9.0,760.0,0.0,38.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 19:00,200.0,210.0,10.0,783.0,0.0,23.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 20:00,199.0,211.0,10.0,750.0,0.0,23.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 21:00,201.0,207.0,13.0,568.0,0.0,25.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 22:00,200.0,207.0,13.0,432.0,0.0,21.0,40.0,10.0,45.0,0.0,0.0
2019-03-14 23:00,200.0,208.0,13.0,284.0,0.0,15.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 00:00,202.0,207.0,13.0,227.0,0.0,16.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 01:00,196.0,207.0,13.0,179.0,0.0,16.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 02:00,200.0,207.0,12.0,155.0,0.0,13.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 03:00,200.0,207.0,10.0,178.0,0.0,12.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 04:00,201.0,212.0,10.0,211.0,0.0,9.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 05:00,199.0,188.0,9.0,312.0,2.0,5.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 06:00,199.0,180.0,10.0,364.0,9.0,3.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 07:00,199.0,180.0,11.0,351.0,20.0,1.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 08:00,199.0,179.0,12.0,395.0,27.0,4.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 09:00,196.0,176.0,12.0,344.0,30.0,19.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 10:00,153.0,175.0,12.0,409.0,31.0,41.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 11:00,151.0,175.0,12.0,434.0,27.0,45.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 12:00,152.0,175.0,12.0,407.0,21.0,41.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 13:00,151.0,179.0,12.0,342.0,15.0,46.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 14:00,152.0,180.0,12.0,316.0,9.0,50.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 15:00,153.0,179.0,12.0,340.0,3.0,42.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 16:00,190.0,179.0,12.0,524.0,0.0,25.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 17:00,199.0,180.0,12.0,561.0,0.0,15.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 18:00,199.0,180.0,12.0,587.0,0.0,9.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 19:00,199.0,181.0,12.0,560.0,0.0,11.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 20:00,199.0,180.0,12.0,525.0,0.0,11.0,40.0,10.0,45.0,0.0,0.0
2019-03-15 21:00,199.0,123.0,12.0,426.0,0.0,9.0,40.0,10.0,45.0,0.0,0.0
